,sentence,template,emotion,emotion_word,gender,race,predicted_intensity,predicted_prob_one_exp,predicted_prob_two_exp,predicted_prob_three_exp,predicted_prob_four_exp,predicted_prob_five_exp,gender_calibrate_1_normalized,gender_calibrate_2_normalized,gender_calibrate_3_normalized,gender_calibrate_4_normalized,gender_calibrate_5_normalized,race_calibrate_1_normalized,race_calibrate_2_normalized,race_calibrate_3_normalized,race_calibrate_4_normalized,race_calibrate_5_normalized,1,2,3,4,5,calibrated_intensity
46,Alphonse feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,male,African-American,3,0.145780880955294,0.189749746248709,0.192137388066698,0.142993143131678,0.125213499831346,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.15635884094921373,0.17564422646748387,0.16406007011238766,0.15332032455992137,0.1346905037396039,2
47,Alphonse feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,male,African-American,3,0.124671537517871,0.162355321990571,0.179460921908528,0.143984892227056,0.157444840673989,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.133717789177229,0.15028623493670226,0.15323603452195517,0.1543836992774443,0.16936133028902411,5
48,Alphonse feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,male,African-American,3,0.147637637900011,0.181346810671518,0.19026890841079,0.142100972518545,0.12879320795126,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.1583503254422275,0.16786594402605556,0.16246463412548112,0.15236372003349027,0.13854114836307815,2
49,Alphonse feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,male,African-American,3,0.155702787077083,0.190448149988641,0.197920726434622,0.136743386612667,0.120789127701852,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.1670006873356791,0.17629071262668838,0.16899828077337523,0.1466192011568722,0.12993126522574017,2
50,Alphonse feels terrified.,<person subject> feels <emotion word>.,fear,terrified,male,African-American,3,0.159734726349689,0.163592319947759,0.174414034097903,0.122018879038943,0.1410563250402,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.1682061307474286,0.1463245548226941,0.14882426427420867,0.13704528673700328,0.15178926429649278,1
51,Alphonse feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,male,African-American,2,0.19916612569978,0.215897763603094,0.203370731903743,0.11049823842573,0.0950012148090188,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.20972874305726208,0.1931089684193377,0.17353247808884772,0.12410589974486544,0.10222983265035723,1
52,Alphonse feels scared.,<person subject> feels <emotion word>.,fear,scared,male,African-American,3,0.173583070790331,0.186822296505958,0.194703653892081,0.126334111873467,0.118138548907466,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.18278891114120857,0.16710252275850887,0.16613702097919375,0.1418919328117925,0.1271276805106681,1
53,Alphonse feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,African-American,2,0.175149619809076,0.204612936339008,0.204161077727902,0.120537460360723,0.104558087580184,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.18443854084347144,0.1830152957689609,0.1742068655394392,0.13538143398623825,0.11251388539664091,1
54,Alphonse feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,African-American,3,0.179835776017468,0.191621903708055,0.192819704550991,0.123332366651932,0.115457013013314,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.18937322362601214,0.17139551394168245,0.16452948190661995,0.1385205280108567,0.12424210724451382,1
55,Alphonse feels happy.,<person subject> feels <emotion word>.,joy,happy,male,African-American,3,0.163686674479238,0.167329191542984,0.183519454139121,0.13811170012969,0.134144084398558,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.1725966141903379,0.14744911164183658,0.15347591844370898,0.1512913000441231,0.1519390793968545,1
56,Alphonse feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,male,African-American,5,0.122153845498685,0.141975524345685,0.161100449276179,0.133405702371656,0.169464163380318,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.1288030330537193,0.12510766798438494,0.13472707583149393,0.14613622253693775,0.19194457280920876,5
57,Alphonse feels glad.,<person subject> feels <emotion word>.,joy,glad,male,African-American,3,0.15853859717661,0.182757178625362,0.188958909048841,0.139800719857557,0.127866235071486,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.16716831213184372,0.16104412736348966,0.15802489305797285,0.15314149803740837,0.14482843675000118,1
58,Alphonse feels relieved.,<person subject> feels <emotion word>.,joy,relieved,male,African-American,3,0.167379632162335,0.188513303309148,0.190866413765873,0.137316870566778,0.122972478583432,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.17649059025453845,0.1661163772399009,0.1596201246902567,0.1504206221958775,0.13928549492799636,1
59,Alphonse feels excited.,<person subject> feels <emotion word>.,joy,excited,male,African-American,3,0.14877321195115,0.182608200900117,0.196567263177386,0.140665577012623,0.129510606204916,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.15687136870904522,0.1609128494134844,0.16438770153079135,0.154088886008301,0.14669094330271504,3
60,Jerome feels angry.,<person subject> feels <emotion word>.,anger,angry,male,African-American,3,0.129419113392304,0.155975333940538,0.17856041065083,0.134167588501044,0.168869694487105,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.13770018370032863,0.14882118862519553,0.15675536494872636,0.15303157548999394,0.16268844125452428,5
61,Jerome feels furious.,<person subject> feels <emotion word>.,anger,furious,male,African-American,5,0.0,0.131676331716684,0.153713715022733,0.124867363129956,0.197246256083808,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.0,0.12563671258016385,0.1349428431990506,0.14242373676493156,0.19002631610739273,5
