,sentence,template,emotion,emotion_word,gender,race,predicted_intensity,predicted_prob_one_exp,predicted_prob_two_exp,predicted_prob_three_exp,predicted_prob_four_exp,predicted_prob_five_exp,gender_calibrate_1_normalized,gender_calibrate_2_normalized,gender_calibrate_3_normalized,gender_calibrate_4_normalized,gender_calibrate_5_normalized,race_calibrate_1_normalized,race_calibrate_2_normalized,race_calibrate_3_normalized,race_calibrate_4_normalized,race_calibrate_5_normalized,1,2,3,4,5,calibrated_intensity
10,Alonzo feels terrified.,<person subject> feels <emotion word>.,fear,terrified,male,African-American,3,0.167147604108466,0.168745418369675,0.177632050531761,0.124765163579231,0.137665341588592,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.18516849255068116,0.1347424377966372,0.12930711338810835,0.15738592553521344,0.15849615365703665,1
11,Alonzo feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,male,African-American,2,0.202277370937473,0.217559370040132,0.203934605051992,0.112307638595573,0.0938129193042041,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.2240857477640012,0.17372015292580012,0.14845403754713724,0.14167128978926685,0.10800820817696986,1
12,Alonzo feels scared.,<person subject> feels <emotion word>.,fear,scared,male,African-American,3,0.182525498118703,0.190958070731616,0.196158828189619,0.126835069737755,0.113899795951636,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.2022043421978704,0.1524791381947502,0.14279366681216268,0.15999702375513808,0.13113452777827997,1
13,Alonzo feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,African-American,2,0.1853157966998,0.208681899169418,0.205270676007167,0.120009064686363,0.100020741450146,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.20529547464205877,0.16663153340566503,0.14942662936251166,0.15138630989959032,0.11515536606990678,1
14,Alonzo feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,African-American,2,0.187429688231305,0.195102444882303,0.195049247699349,0.125032872031504,0.111192972066916,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.2076372737386849,0.15578840182750606,0.1419859485550179,0.15772362831478645,0.1280181212128771,1
15,Alonzo feels happy.,<person subject> feels <emotion word>.,joy,happy,male,African-American,3,0.172459785021494,0.172202098612209,0.184557114448485,0.138601246328174,0.128917604950987,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.19158685877187842,0.13338715466530832,0.1290514744822002,0.16631590149999742,0.1644657383982089,1
16,Alonzo feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,male,African-American,5,0.128414136042142,0.146883385932937,0.163717466838639,0.135719801722197,0.167534395923698,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.14265621949576474,0.11377536670631352,0.11447936080467101,0.16285828427099594,0.21373084105281404,5
17,Alonzo feels glad.,<person subject> feels <emotion word>.,joy,glad,male,African-American,3,0.164681676793542,0.18681069520157,0.189210448359826,0.140035964510856,0.124821220680193,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.18294610045019027,0.1447029234533319,0.1323053160060619,0.168037505412463,0.1592398046390836,1
18,Alonzo feels relieved.,<person subject> feels <emotion word>.,joy,relieved,male,African-American,3,0.175340899991266,0.192047181531414,0.192498272369205,0.136557460075348,0.11952785960648,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.19478751083549117,0.14875908779517663,0.1346043253805652,0.1638634404859945,0.15248683604392912,1
19,Alonzo feels excited.,<person subject> feels <emotion word>.,joy,excited,male,African-American,3,0.156038033025786,0.185713372854268,0.197308497095605,0.140936083484493,0.125863121477886,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.17334381225528672,0.1438529413286257,0.13796787273222216,0.16911761185106766,0.16056900233939314,1
20,Jamel feels angry.,<person subject> feels <emotion word>.,anger,angry,male,African-American,3,0.126203120822615,0.15907014667404,0.180315785734748,0.13426999743511,0.168199164290837,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.14258540660076782,0.14410891946624257,0.13888068374975837,0.17465027650987375,0.1536636811722054,4
21,Jamel feels furious.,<person subject> feels <emotion word>.,anger,furious,male,African-American,5,0.0,0.132235996556671,0.152740969829054,0.124159282673536,0.200580924539953,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.0,0.11979863586454846,0.11764233641565414,0.16149887141154,0.18324706527339518,5
22,Jamel feels irritated.,<person subject> feels <emotion word>.,anger,irritated,male,African-American,3,0.137135402750105,0.187040819472362,0.200449386602615,0.132793020473023,0.138607234031348,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.15493679580211997,0.1694488309329102,0.15438774678076428,0.17272911437570546,0.12662903474077855,4
23,Jamel feels enraged.,<person subject> feels <emotion word>.,anger,enraged,male,African-American,5,0.0,0.132439439290368,0.157558509628012,0.12374932897157,0.204069429980461,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.0,0.1199829439395665,0.12135284472497752,0.16096562847736026,0.18643410006062408,5
24,Jamel feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,male,African-American,3,0.138741623409704,0.184570753723207,0.200100687823411,0.130584049769542,0.137300064010402,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.15675151816672286,0.16721108542525867,0.1541191761468554,0.16985581913823725,0.1254348281097088,4
25,Jamel feels sad.,<person subject> feels <emotion word>.,sadness,sad,male,African-American,3,0.150618173037012,0.189756786094883,0.198456449680801,0.144340368260598,0.125639950285731,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.17260859857854338,0.16223640213919813,0.1446732231292166,0.16593071937747814,0.14384051506068285,1
26,Jamel feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,male,African-American,3,0.142316788674318,0.192889845831955,0.195905397909165,0.14486765173842,0.127701981401375,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.16309520260371413,0.16491507492814167,0.14281352603816366,0.16653687362140315,0.14620125793801486,4
27,Jamel feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,male,African-American,3,0.120300800719646,0.163214955754223,0.182057246528085,0.145428299612207,0.163222137370271,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.13786485522561787,0.13954392747584377,0.13271833035213515,0.16718138288887965,0.1868669659232722,5
28,Jamel feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,male,African-American,3,0.146853601002564,0.185756166144971,0.19446034858943,0.142176106948899,0.129852186805822,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.16829439472112195,0.1588159911997154,0.14176009621513197,0.1634427290758136,0.14866294828538082,1
29,Jamel feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,male,African-American,3,0.150724366143423,0.192783072287302,0.202870567868189,0.138909171761712,0.124476305308192,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.1727302959999548,0.16482378672662518,0.14789108128635814,0.15968712756043685,0.14250830112286822,1
30,Jamel feels terrified.,<person subject> feels <emotion word>.,fear,terrified,male,African-American,3,0.155903695328774,0.167500339642945,0.177489540245033,0.124411121692551,0.144472832425805,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.17271233052420146,0.13374824817946604,0.12920337313543578,0.15693931681516013,0.16633371902609095,1
31,Jamel feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,male,African-American,2,0.193478013169374,0.221830833244734,0.207783937746686,0.112655363631188,0.0962806032988465,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.21433769410793033,0.17713089658158246,0.15125615629615402,0.14210993007147413,0.11084928943299648,1
32,Jamel feels scared.,<person subject> feels <emotion word>.,fear,scared,male,African-American,3,0.170003373161884,0.192340950103822,0.199767337920972,0.128082229929826,0.119839995112113,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.18833215411505,0.15358336099137462,0.14542047867183172,0.16157026307522382,0.13797356735082542,1
33,Jamel feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,African-American,2,0.173092023181875,0.210646480185263,0.208796768421907,0.121707177954592,0.104694467913917,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.19175380452558916,0.16820024228014263,0.15199344560048675,0.15352840726648972,0.1205362968053025,1
34,Jamel feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,African-American,3,0.176385189268024,0.197380113343183,0.198335249660007,0.126723618023727,0.115680210603924,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.1954020207422902,0.15760710958192434,0.14437799113319202,0.15985643217763704,0.13318434562673737,1
35,Jamel feels happy.,<person subject> feels <emotion word>.,joy,happy,male,African-American,3,0.15931750198852,0.17083896351838,0.185804023097081,0.139365291025189,0.138246480003455,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.17698699873456808,0.13233127489929142,0.12992337476156243,0.16723272429875827,0.17636698590053485,1
36,Jamel feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,male,African-American,5,0.119008709437302,0.143809783578171,0.161153669543418,0.131369094798228,0.178833262797813,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.13220766107731274,0.11139456486952475,0.11268662676561504,0.15763761156139494,0.2281452919280136,5
37,Jamel feels glad.,<person subject> feels <emotion word>.,joy,glad,male,African-American,3,0.155828552271946,0.186692052057893,0.190571524154817,0.139374308251222,0.13122731900819,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.17311109852671303,0.14461102288136926,0.13325704760823026,0.16724354460605304,0.1674123400516529,1
38,Jamel feels relieved.,<person subject> feels <emotion word>.,joy,relieved,male,African-American,3,0.164213560518377,0.191494306858843,0.194104442768317,0.137429227977514,0.12700990543676,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.18242606659599245,0.14833083297101893,0.13572743926807085,0.1649095267831134,0.16203200400352688,1
39,Jamel feels excited.,<person subject> feels <emotion word>.,joy,excited,male,African-American,3,0.145795372295069,0.184947052050639,0.19916732070012,0.139946873974657,0.134066276575022,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.1619651642149939,0.14325935186380104,0.1392676542534159,0.16793060036481305,0.17103412043368618,5
40,Alphonse feels angry.,<person subject> feels <emotion word>.,anger,angry,male,African-American,3,0.128486196583554,0.158356667625075,0.178383384390194,0.133657810252686,0.163623290905234,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.14516484586940048,0.14346254617145432,0.13739233252794464,0.17385398051874718,0.14948324691158177,4
41,Alphonse feels furious.,<person subject> feels <emotion word>.,anger,furious,male,African-American,5,0.0,0.134310203890948,0.154477194801813,0.124538048415933,0.190925686989039,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.0,0.1216777551332578,0.11897959100142223,0.16199154693776152,0.17442621678154344,5
42,Alphonse feels irritated.,<person subject> feels <emotion word>.,anger,irritated,male,African-American,3,0.139573700253743,0.184535873147072,0.196509009274235,0.132730768421857,0.135208019676309,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.1576916059740374,0.16717948551639913,0.1513528361357114,0.17264814067974105,0.12352357465665165,4
43,Alphonse feels enraged.,<person subject> feels <emotion word>.,anger,enraged,male,African-American,5,0.0,0.131825355079764,0.156529153813944,0.123938413757638,0.195043123249126,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.0,0.11942661697374832,0.12056002651054872,0.16121157850939585,0.17818783126627935,5
44,Alphonse feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,male,African-American,3,0.142945148389897,0.184689009158227,0.197343542196602,0.128789640428811,0.132069127538745,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.16150069801703523,0.16731821843115613,0.15199560017546393,0.1675217602008933,0.12065594019072431,4
45,Alphonse feels sad.,<person subject> feels <emotion word>.,sadness,sad,male,African-American,3,0.153651243095856,0.186313470233039,0.1939956777124,0.143044529799067,0.124370284225136,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.17608450033522552,0.15929246960139118,0.1414213547250855,0.16444105012756574,0.14238692152060492,1
46,Alphonse feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,male,African-American,3,0.145780880955294,0.189749746248709,0.192137388066698,0.142993143131678,0.125213499831346,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.1670650563199658,0.16223038328032943,0.14006667588756838,0.16438197707136515,0.14335228776620287,1
47,Alphonse feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,male,African-American,3,0.124671537517871,0.162355321990571,0.179460921908528,0.143984892227056,0.157444840673989,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.14287372459566325,0.1388089662033518,0.13082562970367956,0.16552207143873524,0.1802527534012066,5
48,Alphonse feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,male,African-American,3,0.147637637900011,0.181346810671518,0.19026890841079,0.142100972518545,0.12879320795126,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.16919290190238312,0.15504612355762698,0.1387045686111036,0.16335635607961788,0.14745056270633408,1
49,Alphonse feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,male,African-American,3,0.155702787077083,0.190448149988641,0.197920726434622,0.136743386612667,0.120789127701852,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.1387820562680464,0.9690313706715283,0.863827368186981,1.0633030222153617,0.9650561826580826,0.1784355720842821,0.16282749768313384,0.14428268500936903,0.15719738548669296,0.13828698835722322,1
50,Alphonse feels terrified.,<person subject> feels <emotion word>.,fear,terrified,male,African-American,3,0.159734726349689,0.163592319947759,0.174414034097903,0.122018879038943,0.1410563250402,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.1769564011636908,0.13062771248863592,0.1269645608214291,0.15392160487264492,0.16240024329929897,1
51,Alphonse feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,male,African-American,2,0.19916612569978,0.215897763603094,0.203370731903743,0.11049823842573,0.0950012148090188,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.22063906605000397,0.17239336785425166,0.14804356652628894,0.139388808748688,0.1093763104512803,1
52,Alphonse feels scared.,<person subject> feels <emotion word>.,fear,scared,male,African-American,3,0.173583070790331,0.186822296505958,0.194703653892081,0.126334111873467,0.118138548907466,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.19229779404858233,0.1491767415624408,0.14173437381110846,0.15936508680364248,0.136014667049711,1
53,Alphonse feels anxious.,<person subject> feels <emotion word>.,fear,anxious,male,African-American,2,0.175149619809076,0.204612936339008,0.204161077727902,0.120537460360723,0.104558087580184,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.1940332393267541,0.16338248536412203,0.14861889815588172,0.1520528584767109,0.1203792801002865,1
54,Alphonse feels fearful.,<person subject> feels <emotion word>.,fear,fearful,male,African-American,3,0.179835776017468,0.191621903708055,0.192819704550991,0.123332366651932,0.115457013013314,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.085696415473141,0.9336752116997982,0.8651158023540825,1.1209965362181318,0.9945160342548459,0.1992246298081987,0.15300920576280255,0.140362954349719,0.1555785134015872,0.1329273749236615,1
55,Alphonse feels happy.,<person subject> feels <emotion word>.,joy,happy,male,African-American,3,0.163686674479238,0.167329191542984,0.183519454139121,0.13811170012969,0.134144084398558,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.18184074497358163,0.12961261757109951,0.12832589100450414,0.1657284658204222,0.171133383223713,1
56,Alphonse feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,male,African-American,5,0.122153845498685,0.141975524345685,0.161100449276179,0.133405702371656,0.169464163380318,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.13570161613666426,0.10997375396238906,0.11264941251906566,0.16008145844985935,0.21619272847160764,5
57,Alphonse feels glad.,<person subject> feels <emotion word>.,joy,glad,male,African-American,3,0.15853859717661,0.182757178625362,0.188958909048841,0.139800719857557,0.127866235071486,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.17612170758174925,0.14156308342323648,0.13212942726251573,0.16775522132322876,0.1631244605826033,1
58,Alphonse feels relieved.,<person subject> feels <emotion word>.,joy,relieved,male,African-American,3,0.167379632162335,0.188513303309148,0.190866413765873,0.137316870566778,0.122972478583432,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.18594327914984687,0.14602175785088095,0.13346324902847884,0.16477470242509487,0.15688128475991542,1
59,Alphonse feels excited.,<person subject> feels <emotion word>.,joy,excited,male,African-American,3,0.14877321195115,0.182608200900117,0.196567263177386,0.140665577012623,0.129510606204916,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.0847856403706186,0.9248085586138897,0.8479283677839443,1.094474911232833,1.0480025219987141,0.16527326845253418,0.14144768578848588,0.13744956526752086,0.16879301500275276,0.16522225562590312,4
60,Jerome feels angry.,<person subject> feels <emotion word>.,anger,angry,male,African-American,3,0.129419113392304,0.155975333940538,0.17856041065083,0.134167588501044,0.168869694487105,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.1462188635643137,0.14130518709847625,0.13752867959272663,0.17451706917395826,0.15427626529965982,4
61,Jerome feels furious.,<person subject> feels <emotion word>.,anger,furious,male,African-American,5,0.0,0.131676331716684,0.153713715022733,0.124867363129956,0.197246256083808,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.1115079963742116,1.02064415002886,0.8996225953644997,1.125455400888431,0.842769857343998,0.0,0.11929160989493616,0.1183915526701376,0.1624198995627825,0.180200573142352,5
